Location,Exterior_Color,Interior_Color,Drive_Train,MPG,Fuel_Type,Transmission,Engine,Mileage,Status,Year,Brand,Model
houston-tx,Silk Blue Metallic,Titan Black,Front-wheel Drive,27-36,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,"88,373 mi.",Used,2019,Volkswagen,Golf SportWagen 1.4T S
houston-tx,White Metallic,Black,All-wheel Drive,14-19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"67,526 mi.",Used,2016,BMW,X5 M Base
houston-tx,Jet Black,Black,Rear-wheel Drive,25-33,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, Double VANOS variable va","37,976 mi.",Used,2021,BMW,530 530i Sedan
houston-tx,Moonlight Cloud,Black,Front-wheel Drive,19-26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,"94,631 mi.",Used,2020,Hyundai,Palisade SEL
houston-tx,Gray,Coral Red / Black,All-wheel Drive,20-31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"103,167 mi.",Used,2015,BMW,435 Gran Coupe i xDrive
houston-tx,Silver,Gray,Rear-wheel Drive,17-25,Gasoline,7-Speed Automatic,5.0L V8 24V MPFI SOHC,"38,391 mi.",Used,2006,Mercedes-Benz,CLK-Class CLK500
houston-tx,Black,Black,All-wheel Drive,18-25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,"69,144 mi.",Used,2019,Honda,Ridgeline Black Edition
houston-tx,Stellar Silver,Charcoal Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"32,241 mi.",Used,2020,Hyundai,IONIQ EV Limited
houston-tx,Nebula Gray Pearl,Black,Front-wheel Drive,43-40,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,"148,500 mi.",Used,2014,Lexus,CT 200h Base
houston-tx,White,Tan,Front-wheel Drive,19-26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"45,158 mi.",Used,2019,Lexus,RX 350L L
houston-tx,Yellow,Black,Front-wheel Drive,29-36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC,"94,957 mi.",Used,2017,Honda,Fit EX
houston-tx,Oxford White,Medium Earth Gray,Four-wheel Drive,,E85 Flex Fuel,Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,"43,927 mi.",Used,2022,Ford,F-250 XLT
houston-tx,Italian Racing Red,Jet / Latte,Rear-wheel Drive,21-30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,"67,405 mi.",Used,2017,Jaguar,XE 35t Premium
houston-tx,Silver Knockout Metallic,Black,Front-wheel Drive,27-31,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"48,232 mi.",Used,2020,Toyota,C-HR Limited
houston-tx,Ruby Red Metallic Tinted Clearcoat,Ebony,Rear-wheel Drive,15-24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,"56,810 mi.",Used,2019,Ford,Mustang GT
houston-tx,Lunar Silver Metallic,Black,Front-wheel Drive,44-41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"39,073 mi.",Used,2022,Honda,Accord Hybrid Sport
houston-tx,Black,White,All-wheel Drive,NULL,Plug-In Hybrid,Transmission w/Dual Shift Mode,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,"35,000 mi.",Used,2017,BMW,i8 Base
houston-tx,Atomic Silver,Black,Front-wheel Drive,22-28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,"65,094 mi.",Used,2017,Lexus,NX 200t F Sport
houston-tx,Gray,Black,Rear-wheel Drive,NULL,Gasoline,A/T,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,"89,000 mi.",Used,2010,Jeep,Liberty Limited
houston-tx,Morningsky Blue Metallic,Black,Front-wheel Drive,31-40,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,"90,120 mi.",Used,2014,Nissan,Versa Note SV
houston-tx,Gold Mist,Cashmere/Cocoa,Rear-wheel Drive,17-26,Gasoline,Automatic,3.6L,"37,723 mi.",Used,2009,Cadillac,CTS Base
houston-tx,Black Sapphire Metallic,Black,All-wheel Drive,13-20,Gasoline,Automatic,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","39,251 mi.",Used,2019,BMW,M760 M760i xDrive
houston-tx,Selenite Gray Metallic,Neva Gray,Rear-wheel Drive,NULL,,1-Speed Automatic,Electric,"14,392 mi.",Mercedes-Benz Certified,2023,Mercedes-Benz,EQS 450+ Base
houston-tx,Suzuka Gray Metallic w/ Black Roof,Expresss Red / Steel Gray,All-wheel Drive,13-18,Gasoline,7-Speed Automatic,5.2L V10 40V PDI DOHC,"2,396 mi.",Used,2023,Audi,R8 5.2 V10 performance
houston-tx,Rosso Corsa,Beige Tradizione,Rear-wheel Drive,15-19,Gasoline,Automatic,"3.9L V-8 gasoline direct injection, DOHC, variable valve control","2,410 mi.",Ferrari Certified,2021,Ferrari,F8 Tributo Base
houston-tx,Liquid Platinum,Black,Rear-wheel Drive,19-27,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,"59,021 mi.",Used,2015,INFINITI,Q40 Base
houston-tx,Black,Black,All-wheel Drive,,Gasoline,Manual,1.6L I3 12V PDI DOHC Turbo,"6,689 mi.",Used,2024,Toyota,GR Corolla Premium
houston-tx,Classic Silver Metallic,–,Front-wheel Drive,30-38,Gasoline,A,"1.8L I-4 DOHC, VVT-i variable valve control, regular unleaded, e","54,564 mi.",Used,2021,Toyota,Corolla LE
houston-tx,Crystal Red Tintcoat,Cashemere/Cocoa,Rear-wheel Drive,18-27,Gasoline,6AT,Gas V6 3.0L/183,"112,215 mi.",Used,2010,Cadillac,CTS Luxury
houston-tx,Gold,Tan,Rear-wheel Drive,18-29,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,"93,133 mi.",Used,2014,Cadillac,CTS 3.6L Luxury
houston-tx,Red,Black,Rear-wheel Drive,18-27,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,"96,338 mi.",Used,2014,Cadillac,CTS Base
houston-tx,Indium Gray Metallic,Beige,Rear-wheel Drive,23-32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"32,468 mi.",Used,2020,Mercedes-Benz,SLC 300 Base
houston-tx,Laser Blue,Black,Front-wheel Drive,25-36,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,"132,587 mi.",Used,2016,Dodge,Dart SE
houston-tx,White,Gray,Four-wheel Drive,NULL,Diesel,A/T,325.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,"370,750 mi.",Used,2007,Dodge,Ram 2500 SLT Mega Cab
houston-tx,Silver,Gray,Front-wheel Drive,25-31,Gasoline,5-Speed Manual,2.0L I4 16V MPFI DOHC,"109,336 mi.",Used,2003,Mazda,Protege DX
houston-tx,Eminent White Pearl,Cabernet,Four-wheel Drive,13-18,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,"40,665 mi.",Used,2019,Lexus,LX 570
houston-tx,Black Crystal Metallic,Beluga,All-wheel Drive,12-19,Gasoline,Automatic,"6L W-12 port/direct injection, DOHC, variable valve control, twi","35,109 mi.",Used,2018,Bentley,Bentayga Black Edition
houston-tx,Blue Metallic,Medium Light Stone,All-wheel Drive,20-29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"61,385 mi.",Used,2019,Ford,Fusion SE
houston-tx,Alto Blue Metallic Tinted Clearcoat,Ebony,Front-wheel Drive,23-34,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"73,553 mi.",Used,2020,Ford,Fusion SE
houston-tx,White,Black,All-wheel Drive,20-29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"77,716 mi.",Used,2020,Ford,Fusion Titanium
houston-tx,Red,Black,Rear-wheel Drive,22-30,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,","114,800 mi.",Used,2017,Cadillac,CTS 2.0L Turbo Luxury
houston-tx,Stellar Black Metallic,Jet Black,Rear-wheel Drive,16-24,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,"95,810 mi.",Used,2017,Cadillac,CTS 3.6L Twin Turbo V-Sport Premium Luxury
houston-tx,Oxford White,Medium Dark Slate,Four-wheel Drive,,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,"17,307 mi.",Used,2023,Ford,F-250 XL
houston-tx,Gray,Black,Four-wheel Drive,16-23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,"114,081 mi.",Used,2019,RAM,1500 Classic SLT
houston-tx,White,Black,Four-wheel Drive,0-0,Diesel,Automatic,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,","110,928 mi.",Used,2016,Ford,F-350 Lariat
houston-tx,Gray,Brown,Rear-wheel Drive,17-25,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,"45,258 mi.",Used,2017,Mercedes-Benz,SL 550 Base
houston-tx,Mountain Gray Metallic,Gray / Dark Gray,All-wheel Drive,24-32,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"106,999 mi.",Used,2015,Mercedes-Benz,GLA-Class GLA 250 4MATIC
houston-tx,Black Clearcoat,Black,Four-wheel Drive,17-21,Gasoline,6-Speed Manual,3.6L V6 24V MPFI DOHC,"35,668 mi.",Used,2018,Jeep,Wrangler JK Sahara
houston-tx,White,Gray,Rear-wheel Drive,17-24,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"78,982 mi.",Used,2018,Ford,Expedition Limited
houston-tx,Black,–,Rear-wheel Drive,20-31,Gasoline,Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,","84,173 mi.",Used,2016,BMW,435 Gran Coupe i
houston-tx,Black,Black,Rear-wheel Drive,0,Gasoline,Automatic 7-Speed,5.6L V8,"97,622 mi.",Used,2017,Nissan,NV Passenger NV3500 HD SL V8
houston-tx,White,RED,All-wheel Drive,0-0,Hybrid,Automatic,2.9L V6 Cylinder Engine,"17,700 mi.",Used,2020,Porsche,Panamera E-Hybrid 4 E-Hybrid
houston-tx,White,Sand,Rear-wheel Drive,14-20,Gasoline,7-Speed Automatic with Auto-Shift,6.2L V8 32V MPFI DOHC,"19,516 mi.",Used,2012,Mercedes-Benz,SLS AMG Base
houston-tx,Tango Red Metallic,Black / Red,All-wheel Drive,,Gasoline,Automatic,2.5L I5 20V PDI DOHC Turbo,"13,503 mi.",Used,2022,Audi,RS 3 2.5T
houston-tx,Dark Graphite Metallic,Black,All-wheel Drive,,Hybrid,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo Hybrid,"46,453 mi.",BMW Certified,2020,BMW,745e xDrive iPerformance
houston-tx,White Orchid Pearl,Black,Front-wheel Drive,33-41,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,"96,383 mi.",Used,2015,Honda,Fit LX
houston-tx,Blue,Tan,All-wheel Drive,15-19,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"27,436 mi.",Used,2021,Porsche,Cayenne E-Hybrid Coupe GTS
houston-tx,Black,Beige,Front-wheel Drive,25-35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"65,001 mi.",Used,2016,Mercedes-Benz,GLA-Class GLA 250
houston-tx,Black,Black,Four-wheel Drive,21-29,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,"49,534 mi.",Used,2016,Jeep,Renegade Trailhawk
houston-tx,Black Clearcoat,Black,Four-wheel Drive,17-21,Gasoline,6-Speed Manual,3.6L V6 24V MPFI DOHC,"71,568 mi.",Used,2018,Jeep,Wrangler JK Sport
houston-tx,Singapore Gray Metallic,Black,Rear-wheel Drive,14-20,Gasoline,7-Speed Automatic with Auto-Shift,4.4L V8 32V GDI DOHC Twin Turbo,"80,976 mi.",Used,2016,BMW,M6 Gran Coupe
houston-tx,Black Clearcoat,Black,Four-wheel Drive,17-21,Gasoline,Manual,3.6 L,"61,316 mi.",Used,2018,Jeep,Wrangler JK Sport
houston-tx,Mosaic Black Metallic,Jet Black,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"4,913 mi.",Used,2023,Chevrolet,Bolt EUV LT
houston-tx,Eclipse Black,Black,Front-wheel Drive,19-29,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,"59,350 mi.",Used,2014,Hyundai,Azera Limited
houston-tx,Silver,Black,All-wheel Drive,19-27,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"25,622 mi.",Mercedes-Benz Certified,2020,Mercedes-Benz,AMG C 43 Base 4MATIC
houston-tx,Crystal White Tri-Coat,Very Light Cashmere,Rear-wheel Drive,22-30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"67,335 mi.",Used,2017,Cadillac,CTS 2.0L Turbo Luxury
houston-tx,Gray,Coral Red / Black,Rear-wheel Drive,21-32,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"16,658 mi.",Used,2015,BMW,435 i
houston-tx,Lunar Silver Metallic,Black,Front-wheel Drive,19-28,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro","48,910 mi.",Used,2021,Honda,Odyssey Elite
houston-tx,Yellow,Yellow,Rear-wheel Drive,NULL,Gasoline,A/T,252.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,"26,800 mi.",Used,2000,Acura,NSX T
houston-tx,Red Obsession,Light Platinum / Jet Black,Rear-wheel Drive,20-30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"94,980 mi.",Used,2015,Cadillac,CTS 2.0L Turbo
houston-tx,Blue,Black,Rear-wheel Drive,24-33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"75,494 mi.",Used,2018,Mercedes-Benz,C-Class C 300
houston-tx,Jet Black,Black / Red,All-wheel Drive,22-33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"134,795 mi.",Used,2014,BMW,328 Gran Turismo i xDrive
houston-tx,Silver,Black,All-wheel Drive,NULL,,1-Speed Automatic,Electric,"6,979 mi.",Used,2023,Volvo,XC40 Recharge Pure Electric Twin Plus
houston-tx,Eclipse Black,Camel,Front-wheel Drive,19-28,Gasoline,Automatic,V6,"129,483 mi.",Used,2015,Hyundai,Azera Limited
houston-tx,Summit White,Jet Black,Front-wheel Drive,27-35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,"26,625 mi.",Used,2023,Chevrolet,Malibu LT
houston-tx,Ruby Black Metallic,Silk Beige / Espresso Brown,Rear-wheel Drive,13-22,Gasoline,7-Speed Automatic,6.0L V12 36V MPFI SOHC Twin Turbo,"24,171 mi.",Used,2018,Mercedes-Benz,AMG S 65 Base
houston-tx,Carbon Black Metallic,Tartufo,Rear-wheel Drive,21-29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,440 mi.,Used,2024,BMW,840 Gran Coupe i
houston-tx,Matador Red Mica,Black,Front-wheel Drive,35-34,Gasoline,Automatic,"2.4L I-4 DOHC, VVT-i variable valve control, regular unleaded, e","109,892 mi.",Used,2010,Lexus,HS 250h Premium
houston-tx,Smoke Gray Metallic,Graphite Black,Front-wheel Drive,20-28,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,"70,704 mi.",Used,2012,Hyundai,Azera Base
houston-tx,Silver Frost Metallic,Graphite Black,Front-wheel Drive,20-29,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,"46,847 mi.",Used,2013,Hyundai,Azera Base
houston-tx,–,–,Front-wheel Drive,22-26,Gasoline,Automatic,2.4L,"78,509 mi.",Used,2004,Honda,Element EX
houston-tx,Orange,Gray,Rear-wheel Drive,NULL,Gasoline,A/T,255.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,"118,000 mi.",Used,2007,Dodge,Nitro R/T
houston-tx,Mythos Black Metallic,Black / Crescendo Red,All-wheel Drive,17-26,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"58,520 mi.",Used,2019,Audi,RS 5 2.9T
houston-tx,Predawn Gray Mica,Ash,All-wheel Drive,20-26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"84,449 mi.",Used,2018,Toyota,Highlander Limited
houston-tx,Florett Silver Metallic,Nougat Brown / Black,Front-wheel Drive,27-37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"47,179 mi.",Used,2018,Audi,A4 2.0T Premium Plus
houston-tx,RED,BROWN,Rear-wheel Drive,12-18,Gasoline,Automatic,4.5L DOHC 32-Valve V8 Engine,"16,146 mi.",Used,2011,Ferrari,458 Italia Base
houston-tx,Satin Cashmere Metallic,Parchment,Rear-wheel Drive,16-24,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,"77,913 mi.",Used,2013,Lexus,LS 460 Base
houston-tx,Pitch Black Clearcoat,Black,Rear-wheel Drive,16-25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,"28,940 mi.",Used,2021,Dodge,Charger R/T
houston-tx,Black,Almond Beige,All-wheel Drive,17-22,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,"77,417 mi.",Used,2012,Mercedes-Benz,M-Class ML 350 4MATIC
houston-tx,Daytona Gray Pearl Effect,Black / Crescendo Red,All-wheel Drive,17-26,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"35,556 mi.",Used,2019,Audi,RS 5 2.9T
houston-tx,designo Cardinal Red Metallic,Black,All-wheel Drive,16-22,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"16,205 mi.",Mercedes-Benz Certified,2020,Mercedes-Benz,AMG GLC 63 Base 4MATIC
houston-tx,Phantom Black,Black,Front-wheel Drive,30-40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,"8,560 mi.",Used,2023,Hyundai,Elantra SEL
houston-tx,Red,Black,Rear-wheel Drive,19-26,Gasoline,4-Speed Automatic,2.8L I6 24V MPFI DOHC,"104,838 mi.",Used,1997,BMW,Z3 2.8 Roadster
houston-tx,Canyon Ridge Metallic,Charcoal Black,Four-wheel Drive,22-28,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"127,462 mi.",Used,2017,Ford,Escape Titanium
houston-tx,Agate Black Metallic,Black Onyx,Four-wheel Drive,,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,"20,948 mi.",Used,2022,Ford,F-350 Lariat Super Duty
houston-tx,Monaco White,Black,Front-wheel Drive,24-33,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,"75,481 mi.",Used,2016,Hyundai,Elantra GT Base
houston-tx,Dark Blue,Tan,Rear-wheel Drive,18-26,Gasoline,5-Speed Automatic,3.2L H6 24V MPFI DOHC,"89,281 mi.",Used,2000,Porsche,Boxster S
houston-tx,White,Black,Rear-wheel Drive,NULL,Gasoline,8-Speed A/T,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,"64,200 mi.",Used,2018,BMW,340 i
houston-tx,White,Gray,Rear-wheel Drive,15-23,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC,"80,936 mi.",Used,2016,Kia,K900 Luxury 5.0L
houston-tx,Super Black,Black,Rear-wheel Drive,14-19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,"72,857 mi.",Used,2020,Nissan,Armada SL
houston-tx,Gray,–,Front-wheel Drive,25-35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"60,383 mi.",Used,2015,Mercedes-Benz,GLA-Class GLA 250
houston-tx,White,Gray,Rear-wheel Drive,NULL,Gasoline,A/T,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,"147,375 mi.",Used,2006,Dodge,Dakota SLT Quad Cab
houston-tx,Ultra Violet Metallic,Ebony,Rear-wheel Drive,16-19,Gasoline,Automatic,"Vortec 5.3L V-8 regular unleaded, engine with 300HP","17,585 mi.",Used,2004,Chevrolet,SSR Reg Cab 116.0' WB LS
houston-tx,Nardo Gray,Black / Crescendo Red,All-wheel Drive,18-25,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,"34,604 mi.",Used,2021,Audi,RS 5 2.9T
houston-tx,Azurite Black Metallic,Black,Rear-wheel Drive,23-34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"108,234 mi.",Used,2016,BMW,528 i
houston-tx,Silver Radiance Metallic,Sandstone,Front-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,"33,076 mi.",Used,2022,Lincoln,Corsair Standard
houston-tx,Gold,Tan,All-wheel Drive,14-18,Gasoline,Automatic,"4.6L V-8 DOHC, variable valve control, premium unleaded, engine","153,102 mi.",Used,2007,Mercedes-Benz,GL-Class 4MATIC
houston-tx,White,Black,Front-wheel Drive,22-31,Gasoline,Automatic CVT,2.4L I4 16V MPFI DOHC,"64,010 mi.",Used,2016,Mitsubishi,Lancer GT
houston-tx,Gray,Gray,All-wheel Drive,24-32,E85 Flex Fuel,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,"87,754 mi.",Used,2016,Mercedes-Benz,GLA-Class GLA 250 4MATIC
houston-tx,Silver,Black,Front-wheel Drive,20-27,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,"77,834 mi.",Used,2016,Nissan,Quest S
houston-tx,Pitch Black Clearcoat,Black,Rear-wheel Drive,19-30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,"34,749 mi.",Used,2022,Dodge,Challenger GT
houston-tx,Blue,Gray,Front-wheel Drive,19-28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,"38,091 mi.",Used,2019,Honda,Odyssey EX-L
houston-tx,Nightfall Gray Metallic,Jet Black,Front-wheel Drive,26-31,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,"69,649 mi.",Used,2020,Chevrolet,Equinox Premier w/1LZ
houston-tx,Black,Black,Rear-wheel Drive,17-25,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,"30,109 mi.",Used,2018,Mercedes-Benz,SL 550 Base
houston-tx,Obsidian Black,Flaxen,Rear-wheel Drive,16-24,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,"115,224 mi.",Used,2014,Lexus,LS 460 Base
houston-tx,Gray,Black,Front-wheel Drive,25-35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"87,499 mi.",Used,2016,Mercedes-Benz,GLA-Class GLA 250
houston-tx,Iconic Silver Metallic,Medium Light Stone,Front-wheel Drive,21-31,Gasoline,Automatic,"Duratec 2.5L I-4 DOHC, iVCT variable valve control, regular unle","97,008 mi.",Used,2020,Ford,Fusion S
houston-tx,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,Four-wheel Drive,0-0,Diesel,6-Speed Automatic,"Cummins 6.7L I-6 diesel direct injection, intercooled turbo, die","49,768 mi.",Used,2016,RAM,3500 Big Horn
houston-tx,Obsidian Black Metallic,Black,Rear-wheel Drive,0-0,Diesel,Automatic,3.0 L,"34,021 mi.",Used,2019,Mercedes-Benz,Sprinter 3500 High Roof
houston-tx,–,–,Front-wheel Drive,25-31,Gasoline,Automatic,1.8L,"55,226 mi.",Used,2009,Toyota,Matrix Base
houston-tx,Summit White,Jet Black,Rear-wheel Drive,0-0,Diesel,10-Speed Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die","141,258 mi.",Used,2020,Chevrolet,Silverado 3500 WT
houston-tx,White,Black,Front-wheel Drive,26-31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,"45,417 mi.",Used,2020,Chevrolet,Trax LS
houston-tx,Black,Jet Black,Four-wheel Drive,16-22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,"112,000 mi.",Used,2018,Chevrolet,Tahoe LT
houston-tx,Carbon Black Metallic,Black,All-wheel Drive,17-24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,"27,116 mi.",BMW Certified,2022,BMW,M850 Gran Coupe i xDrive
houston-tx,Navarra Blue Metallic,Okapi Brown,All-wheel Drive,23-28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"17,958 mi.",Used,2021,Audi,Q5 40 Premium Plus
houston-tx,Magnetite Black Metallic,designo Black,All-wheel Drive,11-13,Gasoline,Automatic,"AMG 6L V-12 biturbo twin turbo, premium unleaded, engine with 62","17,111 mi.",Used,2016,Mercedes-Benz,AMG G 4MATIC
houston-tx,White,Black,Rear-wheel Drive,14-21,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,"78,195 mi.",Used,2018,Cadillac,CTS-V Base
houston-tx,Liquid Platinum,Black,Rear-wheel Drive,16-24,Gasoline,Automatic,"4.6L V-8 port/direct injection, DOHC, VVT-iE variable valve cont","143,369 mi.",Used,2014,Lexus,LS 460 F Sport
houston-tx,Obsidian,Tan,Rear-wheel Drive,16-24,Gasoline,Automatic,"4.6L V-8 port/direct injection, DOHC, VVT-iE variable valve cont","91,008 mi.",Used,2013,Lexus,LS 460 Base
houston-tx,Quicksilver Metallic,Ebony,Front-wheel Drive,21-30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"90,079 mi.",Used,2016,Buick,Regal Turbo
houston-tx,Caspian Blue Metallic,Charcoal,Front-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC,"44,257 mi.",Used,2022,Nissan,Rogue Sport S
houston-tx,Modern Steel Metallic,Black,Front-wheel Drive,19-28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,"43,776 mi.",Used,2022,Honda,Odyssey Touring
houston-tx,Super Black,Charcoal,Front-wheel Drive,31-36,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,"72,837 mi.",Used,2021,Nissan,Kicks SR
houston-tx,Gray,Black,Rear-wheel Drive,17-24,Gasoline,7-Speed Automatic with Auto-Shift,4.0L H6 24V GDI DOHC,"7,303 mi.",Used,2022,Porsche,718 Cayman GTS 4.0
houston-tx,Smoky Granite Mica,BEIGE,Rear-wheel Drive,16-0,Gasoline,Automatic,"4.6L V-8 port/direct injection, DOHC, VVT-iE variable valve cont","89,326 mi.",Used,2009,Lexus,LS 460 Base
houston-tx,Summit White,Dark Ash Gray,Front-wheel Drive,NULL,,1-Speed Automatic,Electric,"15,950 mi.",Used,2022,Chevrolet,Bolt EUV Premier
houston-tx,Boulder Gray Metallic,Graphite,Front-wheel Drive,20-28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,224 mi.,Used,2024,Nissan,Murano Platinum
houston-tx,Mythos Black Metallic,Black,All-wheel Drive,23-28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"55,721 mi.",Used,2021,Audi,Q5 45 Prestige
houston-tx,Glacier White Metallic,Black,All-wheel Drive,23-28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"90,218 mi.",Used,2021,Audi,Q5 40 Premium Plus
